0,0,0,2,5,19,20,19,7,13,16,9,11,17,16,13,16,17,13,8,8,19,19,2,0,22,23,21,4,15,16,16,5,5,10,9,5,0,0,0,0,2,3,7,20,25,26,15,15,21,21,23,26,27,24,18,21,21,21,19,24,21,16,4,0,0,0,0,0,0,0,0,2
0,0,0,3,14,17,11,6,5,15,10,10,15,13,10,14,15,8,6,6,17,17,0,1,21,21,12,7,15,16,14,5,4,10,7,0,0,0,0,0,0,0,0,0,2,4,21,21,16,14,17,19,19,22,22,18,17,17,20,19,20,26,23,6,2,0,0,0,0,0,0,0,2
0,0,0,3,4,8,18,18,8,7,10,9,7,13,15,13,11,13,11,6,7,19,19,18,0,19,21,20,4,13,14,14,5,6,9,7,4,0,0,0,0,0,0,0,0,2,6,21,20,21,13,14,20,20,21,26,25,17,18,22,19,15,21,25,21,6,0,0,0,0,0,0,2
0,0,0,3,4,9,18,19,7,7,11,12,10,14,16,14,10,13,11,6,7,19,19,18,0,21,21,21,5,14,14,14,5,6,9,7,4,0,0,0,0,0,0,0,0,0,3,6,20,21,25,17,14,19,21,22,25,26,22,18,19,19,15,17,22,21,16,0,0,0,0,0,2
0,0,4,4,14,19,19,6,7,12,12,9,13,15,11,11,13,10,8,6,5,18,18,0,21,22,21,4,4,15,15,9,4,6,9,7,1,0,0,0,0,0,0,0,0,3,21,22,22,12,13,16,20,18,23,27,23,15,18,20,13,13,27,24,18,3,1,0,0,0,0,0,2
0,0,17,19,19,15,19,18,17,20,20,19,17,18,18,18,14,14,18,18,15,0,18,19,17,6,9,15,10,5,6,8,7,3,0,0,0,0,0,0,0,0,0,1,5,10,3,0,2,9,15,24,25,25,24,25,27,27,28,28,26,25,26,27,26,22,19,7,0,0,0,0,2
0,3,4,4,21,22,22,7,9,14,13,9,12,18,18,13,13,15,12,8,8,22,22,22,0,10,24,25,22,5,15,16,16,6,5,8,10,8,0,0,0,0,0,1,2,22,23,23,23,13,14,19,21,24,22,29,27,21,18,21,24,18,17,23,28,23,23,2,0,0,0,0,2
0,0,4,4,14,19,19,6,6,12,11,7,14,16,11,10,14,10,7,6,5,19,18,0,20,22,22,5,4,15,15,9,5,6,9,7,1,0,0,0,0,0,0,0,5,22,22,18,11,14,20,19,19,23,22,18,16,19,19,14,18,27,25,16,3,2,0,0,0,0,0,0,2
4,5,21,21,21,21,8,13,16,14,10,15,20,18,14,16,18,17,10,8,9,22,22,19,0,1,27,27,6,5,17,19,18,5,4,6,11,9,4,0,0,2,2,4,23,23,25,15,17,23,26,25,22,28,30,28,19,18,23,23,21,18,31,30,26,15,2,2,0,0,0,0,2
0,4,6,8,19,24,24,20,9,8,4,0,3,4,7,16,16,16,11,9,9,8,13,16,17,17,17,15,12,9,9,9,10,11,10,11,8,6,0,0,0,0,0,0,1,5,11,12,17,16,14,19,22,25,26,21,16,15,18,26,27,27,28,20,15,12,11,7,2,2,0,0,3
0,5,8,7,12,23,23,10,8,6,1,0,3,3,3,14,15,15,8,7,6,7,13,15,16,13,13,15,10,8,7,7,8,9,9,10,5,4,0,0,0,0,0,0,0,3,6,10,14,15,19,18,20,21,19,16,13,8,9,24,30,30,28,11,7,9,8,7,1,0,0,0,3
0,0,0,0,7,8,12,21,21,20,8,8,3,0,3,4,7,15,15,14,8,8,7,13,17,16,16,16,14,8,8,8,9,8,9,11,7,4,0,0,0,3,11,15,16,20,19,23,26,21,18,14,10,11,25,28,28,24,11,9,9,8,4,0,0,0,0,0,0,0,0,0,3
5,7,8,16,25,25,20,11,7,2,0,0,3,3,6,16,17,16,14,7,7,7,9,13,15,16,18,16,14,8,9,9,9,9,9,9,9,8,0,0,0,2,6,12,15,16,14,17,23,23,24,21,19,11,7,8,19,28,31,32,24,14,10,10,9,5,2,0,0,0,0,0,3
0,0,2,8,10,18,22,22,16,12,9,0,3,5,6,13,17,17,12,11,11,17,19,20,20,21,20,14,11,11,10,10,13,13,9,1,0,0,0,0,0,0,0,0,0,0,5,12,16,21,24,24,24,26,24,22,20,19,26,28,28,27,25,19,11,9,8,5,0,0,0,0,3
0,0,2,8,10,18,23,22,15,11,10,0,3,5,6,13,17,17,12,11,11,17,19,20,21,21,21,14,11,11,10,11,12,12,10,1,0,0,0,0,0,0,0,4,6,13,17,18,20,21,22,26,26,27,21,26,26,23,25,25,22,21,15,10,6,2,2,1,0,0,0,0,3
0,0,1,6,10,11,21,23,22,11,9,7,0,4,4,5,14,16,15,10,8,12,17,17,19,19,19,16,10,9,9,9,12,13,11,3,0,0,0,0,0,0,0,0,7,2,5,8,13,17,19,17,19,22,26,27,22,21,23,21,22,21,21,19,15,12,6,3,3,1,0,0,3
0,0,0,6,6,7,19,19,18,7,7,1,0,3,3,11,13,13,12,5,5,6,12,14,13,11,12,10,7,6,7,7,8,9,7,3,0,0,0,0,0,0,0,0,0,0,0,5,11,14,16,19,18,21,19,15,12,10,11,26,28,26,11,6,9,7,3,0,0,0,0,0,3
0,0,5,6,9,21,21,19,11,6,1,0,0,3,4,7,15,14,13,7,6,7,9,12,12,15,14,13,7,8,7,7,8,7,7,8,0,0,0,0,0,0,0,2,6,12,12,11,15,20,20,23,17,13,8,8,19,25,28,26,14,9,9,8,4,0,0,0,0,0,0,0,3
0,0,1,6,10,11,21,23,23,11,9,7,0,3,4,6,15,15,14,9,8,12,17,17,19,19,19,16,10,9,9,10,10,12,10,3,0,0,0,0,7,0,0,0,3,9,14,16,20,23,23,23,24,22,19,17,22,26,28,27,23,14,10,9,7,2,0,0,0,0,0,0,3
5,7,10,9,7,2,15,16,19,17,16,15,12,9,9,8,10,19,20,20,14,9,9,8,8,9,10,10,10,10,11,9,8,5,3,0,0,0,0,0,0,0,4,7,13,19,21,20,16,12,11,10,20,26,25,22,16,8,11,11,11,10,8,9,15,15,15,15,8,0,0,0,4
0,0,0,0,0,2,8,8,9,4,0,13,13,17,13,13,10,8,6,7,14,17,19,13,8,8,10,9,8,7,8,8,8,9,8,8,3,0,0,0,0,0,0,0,0,3,12,20,23,19,15,8,6,21,25,23,19,11,10,9,9,7,6,11,13,13,13,0,0,0,0,0,4
0,0,0,0,0,2,7,9,9,3,0,13,14,16,12,13,11,7,6,7,14,17,19,13,9,8,9,9,9,6,7,8,8,7,8,7,3,0,0,0,0,0,0,0,5,9,11,14,13,18,15,14,15,17,21,18,16,8,7,10,10,9,9,10,13,13,13,2,0,0,0,0,4
0,0,0,0,0,0,3,7,7,5,8,11,11,12,12,13,12,9,9,9,13,15,17,12,8,7,7,7,7,7,6,8,8,7,5,2,2,1,0,0,0,8,1,0,0,0,2,9,19,19,13,7,5,22,24,24,20,12,11,10,7,7,14,13,13,7,0,0,0,0,0,0,4
0,0,5,7,2,0,0,0,12,15,17,18,13,11,7,8,8,10,18,19,20,20,10,9,9,8,8,7,7,8,8,7,8,9,8,6,1,0,0,0,0,0,0,0,5,13,19,21,18,16,12,6,7,26,26,23,13,8,9,10,10,9,9,12,14,15,13,9,0,0,0,0,4
0,0,0,1,6,9,11,9,3,0,15,15,18,13,14,12,10,7,7,7,15,19,21,16,11,9,9,10,9,9,8,9,10,9,9,9,9,7,3,0,0,3,5,12,15,19,21,19,16,12,10,18,22,24,23,18,8,10,10,10,10,8,7,12,15,15,14,2,0,0,0,0,4
0,0,6,6,3,0,0,0,12,14,16,17,13,10,7,7,7,10,18,19,20,20,10,9,9,8,8,7,7,7,7,8,8,8,6,6,1,0,0,0,0,0,0,0,16,20,23,23,14,7,4,6,28,26,25,10,10,9,10,8,8,10,14,14,14,13,2,0,0,0,0,0,4
0,0,0,0,0,2,7,9,9,4,0,14,14,17,12,13,11,7,8,8,14,17,19,14,8,8,9,9,8,6,6,9,8,8,7,7,4,0,0,0,0,0,0,4,14,20,21,16,15,7,6,24,25,22,18,11,10,9,8,6,8,13,13,13,13,0,0,0,0,0,0,0,4
0,4,9,10,11,7,0,1,15,16,13,14,15,14,11,9,8,7,8,15,19,20,15,9,9,9,9,10,9,9,9,9,9,9,10,9,5,5,0,0,0,0,0,6,11,18,22,23,18,12,6,6,13,30,28,25,20,11,11,10,10,8,6,7,13,16,15,15,10,0,0,0,4
0,0,0,0,0,2,7,9,9,3,0,13,13,15,13,12,11,8,6,7,14,17,19,13,8,7,8,8,7,7,8,8,9,8,8,7,3,0,0,0,0,0,0,3,6,11,17,19,17,14,11,9,18,23,21,17,7,10,10,9,8,7,11,13,13,13,0,0,0,0,0,0,4
0,0,2,7,12,13,12,9,7,11,14,21,22,17,17,14,13,13,13,14,19,18,18,17,18,17,17,17,17,17,18,18,18,16,16,10,4,0,0,0,0,0,0,3,7,13,19,21,18,18,21,24,29,33,33,23,21,24,27,29,32,31,29,25,20,4,2,0,0,0,0,0,5
0,0,0,5,10,14,13,11,7,8,11,13,20,20,18,15,11,13,13,14,16,18,17,18,18,17,16,16,15,15,16,16,17,14,14,7,0,0,0,0,0,0,0,0,0,0,5,15,21,20,16,10,9,27,33,33,32,11,11,25,30,29,29,29,28,27,23,3,0,0,0,0,5
0,0,2,7,13,12,11,8,6,11,11,15,19,15,15,13,10,9,12,12,15,16,16,17,15,14,13,13,14,14,14,13,13,13,14,12,6,0,0,0,0,0,0,0,0,0,4,14,24,21,12,9,8,31,35,33,24,7,8,26,32,31,20,18,29,28,19,0,0,0,0,0,5
2,6,12,15,13,12,9,8,13,13,17,23,20,17,15,11,10,11,14,14,16,17,18,17,18,16,16,16,16,16,17,14,15,16,16,17,15,14,7,0,0,0,0,0,2,13,24,26,24,15,9,8,18,39,39,34,28,9,6,17,36,36,34,19,13,31,32,28,12,0,0,0,5
0,0,0,5,9,14,13,11,10,8,12,13,19,20,19,16,11,13,13,14,16,18,17,17,17,16,16,16,15,16,17,16,16,16,14,7,0,0,0,0,0,0,0,0,0,1,5,10,22,21,19,16,16,22,30,29,26,23,16,20,31,31,27,25,24,24,21,11,0,0,0,0,5
0,0,2,7,13,13,11,9,8,12,14,21,22,17,17,14,13,13,13,13,18,18,18,17,18,17,16,16,16,16,18,18,18,17,16,10,3,0,0,0,0,0,0,0,0,3,5,13,18,22,18,17,21,19,28,33,33,24,21,24,26,29,32,34,29,25,22,4,2,0,0,0,5
0,0,0,4,10,8,4,2,5,10,11,14,13,11,8,7,8,10,11,9,11,13,15,12,11,11,12,8,8,9,9,9,10,9,3,0,0,0,0,0,0,0,0,5,13,17,10,2,5,10,25,28,22,9,5,7,30,29,19,11,20,22,6,0,0,0,0,0,0,0,0,0,5
0,0,3,7,13,13,11,8,6,10,11,16,20,18,15,13,9,10,12,13,15,16,16,17,16,14,13,13,15,14,14,15,15,15,14,13,6,0,0,0,0,0,0,0,4,6,15,23,20,16,9,16,25,34,28,24,13,13,25,32,29,24,22,22,26,17,6,0,0,0,0,0,5
0,0,0,0,5,11,14,13,12,8,11,12,16,20,19,16,13,11,14,14,14,16,16,16,18,17,15,16,16,15,15,13,15,16,14,8,2,0,0,0,0,4,9,19,20,19,12,8,15,23,31,29,24,16,11,18,31,30,26,22,22,22,23,13,4,0,0,0,0,0,0,0,5
0,0,0,4,10,14,14,11,8,8,12,12,20,20,17,15,11,14,14,13,14,17,17,18,18,16,16,16,16,15,16,16,16,15,13,7,0,0,0,0,0,0,0,0,5,16,21,20,16,9,10,30,33,33,31,10,11,26,29,29,29,28,28,27,19,3,0,0,0,0,0,0,5
